Company_Name,Registered_Office_Address,Corporate_Office_Address,Primary_Address
Titan Company Limited,"No. 3, SIPCOT Industrial Complex, Hosur, Tamil Nadu - 635126","`INTEGRITY' #193, Veerasandra, Electronics City P.O., Off Hosur Main Road, Bengaluru-560100 Karnataka, India","`INTEGRITY' #193, Veerasandra, Electronics City P.O., Off Hosur Main Road, Bengaluru-560100 Karnataka, India"
Torrent Pharmaceuticals Limited,"Torrent House, Off Ashram Road, Ahmedabad – 380 009","Torrent House, Off Ashram Road, Ahmedabad – 380 009","Torrent House, Off Ashram Road, Ahmedabad – 380 009"
Torrent Power Limited,"“Samanvay’’, 600, Tapovan, Ambawadi, Ahmedabad, Gujarat,
India, 380015","“Samanvay’’, 600, Tapovan, Ambawadi, Ahmedabad, Gujarat,
India, 380015","“Samanvay’’, 600, Tapovan, Ambawadi, Ahmedabad, Gujarat,
India, 380015"
TRIDENT LIMITED,"Trident Group, Sanghera, Barnala, Punjab, India, 148101",Not Applicable,Not Applicable
Triveni Engineering  Industries Limited,"A-44, Hosiery Complex, Phase-II Extension, Noida-201 305, Uttar Pradesh","‘Express Trade Towers’, 8th Floor 15-16, Sector-16A, Noida 201 301 (U.P.)","‘Express Trade Towers’, 8th Floor 15-16, Sector-16A, Noida 201 301 (U.P.)"
Triveni Turbine Limited,"A-44, HOSIERY COMPLEX PHASE-II EXTENSION, NOIDA, Uttar Pradesh, India, 201305","8th Floor, Express Trade Towers, Plot No.15-16, Sector 16A, Noida- 201 301, Uttar Pradesh","8th Floor, Express Trade Towers, Plot No.15-16, Sector 16A, Noida- 201 301, Uttar Pradesh"
TTK PRESTIGE LIMITED,"Plot No. 38, SIPCOT Industrial Complex, HOSUR – 635 126, Tamil Nadu","Nagarjuna Castle No. 1/1 & 1/2, Wood Street, Richmond Town, Bengaluru, KA 560 025 IN","Nagarjuna Castle No. 1/1 & 1/2, Wood Street, Richmond Town, Bengaluru, KA 560 025 IN"
Tube Investments of India Limited,"Chola Crest 4th Floor, No C54-55 & Super B-4, Thiru Vi Ka Industrial Estate, Guindy, Chennai 600 032","Chola Crest 4th Floor, No C54-55 & Super B-4, Thiru Vi Ka Industrial Estate, Guindy, Chennai 600 032","Chola Crest 4th Floor, No C54-55 & Super B-4, Thiru Vi Ka Industrial Estate, Guindy, Chennai 600 032"
TVS Holdings Limited,"""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006","""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006","""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006"
TVS Motor Company Limited,"""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006","""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006","""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006"
TVS Supply Chain Solutions Limited,"No. 10, Jawahar Road, Chokkikulam, Madurai –625 002, Tamil Nadu, India","Tamarai Tech Park South Block 3rd FLR, 16 SP Developed Plot, Jawaharlal Nehru Road, Guindy Industrial Estate, Chennai - 600032, Tamil Nadu, India","Tamarai Tech Park South Block 3rd FLR, 16 SP Developed Plot, Jawaharlal Nehru Road, Guindy Industrial Estate, Chennai - 600032, Tamil Nadu, India"
UCO BANK,10 BTM SARANI KOLKATA 700001,2 INDIA EXCHANGE PLACE 3RD FLOOR KOLKATA 700001,2 INDIA EXCHANGE PLACE 3RD FLOOR KOLKATA 700001
Ujjivan Small Finance Bank Limited,"Grape Garden, No. 27, 3rd “A” Cross, 18th Main, 6th Block, 
Koramangala, Bengaluru-560095, Karnataka","Grape Garden, No. 27, 3rd “A” Cross, 18th Main, 6th Block, 
Koramangala, Bengaluru-560095, Karnataka","Grape Garden, No. 27, 3rd “A” Cross, 18th Main, 6th Block, 
Koramangala, Bengaluru-560095, Karnataka"
UltraTech Cement Limited,"B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093","B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093","B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093"
UNION BANK OF INDIA,"239, Vidhan Bhavan Marg, Nariman Point, Mumbai – 400 021","239, Vidhan Bhavan Marg, Nariman Point, Mumbai – 400 021","239, Vidhan Bhavan Marg, Nariman Point, Mumbai – 400 021"
UNITED BREWERIES LIMITED,"UB Tower, UB City, # 24 Vittal Mallya Road, Bengaluru - 560 001, Karnataka, INDIA","UB Tower, UB City, # 24 Vittal Mallya Road, Bengaluru - 560 001, Karnataka, INDIA","UB Tower, UB City, # 24 Vittal Mallya Road, Bengaluru - 560 001, Karnataka, INDIA"
United Spirits Limited,"UB Tower,#24, Vittal Mallya Road,Bengaluru-560001","UB Tower,#24, Vittal Mallya Road,Bengaluru-560001","UB Tower,#24, Vittal Mallya Road,Bengaluru-560001"
Uno Minda Limited,"B-64/1, Wazirpur Industrial Area, Delhi - 110052","Village Nawada Fatehpur, P.O. Sikanderpur Badda, Manesar, District. Gurugram-122004, Haryana","Village Nawada Fatehpur, P.O. Sikanderpur Badda, Manesar, District. Gurugram-122004, Haryana"
UPL LIMITED,"3-11, G.I.D.C., Vapi, Valsad-396195, Gujarat","UPL Limited, Uniphos House, C.D. Marg, 11th Road, Madhu Park, Khar (West), Mumbai – 400052, India","UPL Limited, Uniphos House, C.D. Marg, 11th Road, Madhu Park, Khar (West), Mumbai – 400052, India"
Usha Martin Limited,"2A Shakespeare Sarani, Kolkata – 700071","Usha Martin Limited, 2A Shakespeare Sarani, Kolkata – 700071","Usha Martin Limited, 2A Shakespeare Sarani, Kolkata – 700071"
UTI Asset Management Company Limited,UTI Tower ‘Gn’ Block Bandra-Kurla Complex Bandra East Mumbai – 400051,UTI Tower ‘Gn’ Block Bandra-Kurla Complex Bandra East Mumbai – 400051,UTI Tower ‘Gn’ Block Bandra-Kurla Complex Bandra East Mumbai – 400051
V-GUARD INDUSTRIES LIMITED,"42/962, Vennala High School Road, Vennala, Ernakulam, Kerala-682028","42/962, Vennala High School Road, Vennala, Ernakulam, Kerala-682028","42/962, Vennala High School Road, Vennala, Ernakulam, Kerala-682028"
VALOR ESTATE LIMITED,"7TH FLOOR, RESHAM BHAVAN, VEER NARIMAN ROAD, CHURCHGATE, MUMBAI - 400020",SAME AS ABOVE,SAME AS ABOVE
Varroc Engineering Limited,"Plot No. L-4, MIDC, Waluj, Aurangabad (M.S.) - 431136","Plot No. L-4, MIDC, Waluj, Aurangabad (M.S.) - 431136","Plot No. L-4, MIDC, Waluj, Aurangabad (M.S.) - 431136"
Varun Beverages Limited,"F- 2/7, Okhla Industrial Area, Phase- I New Delhi - 110 020","Plot No. 31, Sector 44, Institutional Area, Gurugram - 122 002, Haryana","Plot No. 31, Sector 44, Institutional Area, Gurugram - 122 002, Haryana"
Vedanta Limited,"1st Floor, ‘C’ Wing, Unit 103, Corporate Avenue, Atul Projects, Chakala, Andheri (East), Mumbai, Maharashtra – 400 093, India","Core-6, 3rd Floor, Scope Complex 7, Lodhi Road, New Delhi - 110 003","Core-6, 3rd Floor, Scope Complex 7, Lodhi Road, New Delhi - 110 003"
Vedant Fashions Limited,"A501-A502, SDF-1, 4th Floor, Paridhan Garment Park, 19 Canal South Road, Kolkata, 700015, West Bengal","A501-A502, SDF-1, 4th Floor, Paridhan Garment Park, 19 Canal South Road, Kolkata, 700015, West Bengal","A501-A502, SDF-1, 4th Floor, Paridhan Garment Park, 19 Canal South Road, Kolkata, 700015, West Bengal"
Vesuvius India Limited,"P-104,Taratala Road, Kolkata 700088, India","P-104,Taratala Road, Kolkata 700088, India","P-104,Taratala Road, Kolkata 700088, India"
Vinati Organics Limited,"B-12 & B-13/1, MIDC Industrial Area, Raigad, Mahad, Maharashtra, 402 309","Parinee Crescenzo, 1102, 11th Floor, Plot No. C38 & C39, G Block, Behind MCA, Bandra-Kurla Complex, Bandra(E), Mumbai -400 051","Parinee Crescenzo, 1102, 11th Floor, Plot No. C38 & C39, G Block, Behind MCA, Bandra-Kurla Complex, Bandra(E), Mumbai -400 051"
VIP INDUSTRIES LIMITED,"DGP House, 5th Floor, 88-C, Old Prabhadevi Road,
Mumbai - 400025","DGP House, 5th Floor, 88-C, Old Prabhadevi Road,
Mumbai - 400025","DGP House, 5th Floor, 88-C, Old Prabhadevi Road,
Mumbai - 400025"
Vodafone Idea Limited,"Suman Tower, Plot No. 18, Sector 11, Gandhinagar - 382 011, Gujarat","Birla Centurion, 10th Floor, Century Mills Compound, Pandurang Budhkar Marg, Worli, Mumbai - 400030 (Maharashtra)","Birla Centurion, 10th Floor, Century Mills Compound, Pandurang Budhkar Marg, Worli, Mumbai - 400030 (Maharashtra)"
Voltamp Transformers Limited,"Makarpura, Vadodara – 390014","Makarpura, Vadodara – 390014","Makarpura, Vadodara – 390014"
Voltas Limited,"Voltas House ‘A’, Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai 400 033","Voltas House ‘A’, Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai 400 033","Voltas House ‘A’, Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai 400 033"
Waaree Renewable Technologies Limited,"504, Western Edge - I, Off. Western Express Highway, Borivali (E), Mumbai, Maharashtra, 400066","504, Western Edge - I, Off. Western Express Highway, Borivali (E), Mumbai, Maharashtra, 400066","504, Western Edge - I, Off. Western Express Highway, Borivali (E), Mumbai, Maharashtra, 400066"
Welspun Corp Limited,"Welspun City, Village Versamedi, Taluka Anjar, Dist. Kutch, Gujarat- 370110","Welspun House, 5th Floor, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai- 400 013
Marg, Lower Parel, Mumbai - 400 013","Welspun House, 5th Floor, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai- 400 013
Marg, Lower Parel, Mumbai - 400 013"
Welspun Living Limited,"Welspun City, Village Versamedi, Taluka Anjar, District Kutch, Gujarat -370110, India","Welspun House, 6th Floor, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel (W), Mumbai 400013, India","Welspun House, 6th Floor, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel (W), Mumbai 400013, India"
Westlife Foodworld Limited,"Tower 3, 10th Floor, 1001, One International Center, Senapati Bapat Marg, Prabhadevi, Mumbai 400013","Tower 3, 10th Floor, 1001, One International Center, Senapati Bapat Marg, Prabhadevi, Mumbai 400013","Tower 3, 10th Floor, 1001, One International Center, Senapati Bapat Marg, Prabhadevi, Mumbai 400013"
Whirlpool of India Limited,"A-4, MIDC, Ranjangaon, Taluka - Shirur, Pune, Maharashtra - 412220","Plot No. 40, Sector 44, Gurugram, Haryana - 122002","Plot No. 40, Sector 44, Gurugram, Haryana - 122002"
Wipro Limited,"Doddakannelli, Sarjapur Road, Bengaluru-560035, Karnataka, India","Doddakannelli, Sarjapur Road, Bengaluru-560035, Karnataka, India","Doddakannelli, Sarjapur Road, Bengaluru-560035, Karnataka, India"
Wockhardt Limited,"D-4, M.I.D.C. Chikalthana, Chhatrapati Sambhajinagar,Maharashtra, India, 431006","Wockhardt Towers, Bandra Kurla Complex, Bandra (East),Mumbai, Maharashtra, 400 051","Wockhardt Towers, Bandra Kurla Complex, Bandra (East),Mumbai, Maharashtra, 400 051"
YES Bank Limited,"YES BANK House, Off Western Express Highway, Santacruz East, Mumbai 400055, Maharashtra, India","YES BANK House, Off Western Express Highway, Santacruz East, Mumbai 400055, Maharashtra, India","YES BANK House, Off Western Express Highway, Santacruz East, Mumbai 400055, Maharashtra, India"
Zee Entertainment Enterprises Limited,"18th floor, A-wing, Marathon Futurex, N M Joshi Marg, Lower Parel,
Mumbai - 400013.","18th floor, A-wing, Marathon Futurex, N M Joshi Marg, Lower Parel,
Mumbai - 400013.","18th floor, A-wing, Marathon Futurex, N M Joshi Marg, Lower Parel,
Mumbai - 400013."
ZENSAR TECHNOLOGIES LIMITED,"Zensar Knowledge Park, Kharadi, Plot No. 4, MIDC, Off Nagar Road, Pune, 411014, Maharashtra, India","Zensar Knowledge Park, Kharadi, Plot No. 4, MIDC, Off Nagar Road, Pune, 411014, Maharashtra, India","Zensar Knowledge Park, Kharadi, Plot No. 4, MIDC, Off Nagar Road, Pune, 411014, Maharashtra, India"
Zen Technologies Limited,"B-42 Industrial Estate, Sanathnagar, Hyderabad - 500018, Telangana, India","B-42 Industrial Estate, Sanathnagar, Hyderabad - 500018, Telangana, India","B-42 Industrial Estate, Sanathnagar, Hyderabad - 500018, Telangana, India"
ZF Commercial Vehicle Control Systems India Limited,"Plot No.3, (SP) III Main Road, Ambattur Industrial Estate, Chennai - 600 058.","Plot No.3, (SP) III Main Road, Ambattur Industrial Estate, Chennai - 600 058.","Plot No.3, (SP) III Main Road, Ambattur Industrial Estate, Chennai - 600 058."
Zydus Lifesciences Limited,"“Zydus Corporate Park”, Scheme No. 63, Survey No. 536, 
Near Vaishnodevi Circle, Khoraj (Gandhinagar),
 Sarkhej-Gandhinagar Highway, Ahmedabad-382481","“Zydus Corporate Park”, Scheme No. 63, Survey No. 536, 
Near Vaishnodevi Circle, Khoraj (Gandhinagar),
 Sarkhej-Gandhinagar Highway, Ahmedabad-382481","“Zydus Corporate Park”, Scheme No. 63, Survey No. 536, 
Near Vaishnodevi Circle, Khoraj (Gandhinagar),
 Sarkhej-Gandhinagar Highway, Ahmedabad-382481"
Zydus Wellness Limited,"Zydus Corporate Park, Scheme No. 63, Survey No. 536, Khoraj (Gandhinagar), Nr. Vaishnodevi Circle, Sarkhej–Gandhinagar Highway, Ahmedabad – 382481","Zydus Corporate Park, Scheme No. 63, Survey No. 536, Khoraj (Gandhinagar), Nr. Vaishnodevi Circle, Sarkhej–Gandhinagar Highway, Ahmedabad – 382481","Zydus Corporate Park, Scheme No. 63, Survey No. 536, Khoraj (Gandhinagar), Nr. Vaishnodevi Circle, Sarkhej–Gandhinagar Highway, Ahmedabad – 382481"
