Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source
TBO Tek Limited,2,Corporate Office,"Plot No. 728, Udyog Vihar Phase- V Gurgaon - 122016",Gurgaon,Haryana,India,XBRL_CorporateOffice
Techno Electric  Engineering Company Limited,1,Registered Office,"C-218, Ground Floor (GR-2), Sector 63, Noida – Gautam Buddha Nagar, 201307, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_RegisteredOffice
Techno Electric  Engineering Company Limited,2,Corporate Office,"1B, Park Plaza, South Block, 71, Park Street, Kolkata - 700016",Kolkata,West Bengal,India,XBRL_CorporateOffice
Tech Mahindra Limited,1,Registered Office,"Gateway Building, Apollo Bunder, Mumbai – 400 001. Tel: +91 22-6897 5500",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Tech Mahindra Limited,2,Corporate Office,"Plot No 01, Rajiv Gandhi Infotech Park, Phase III, Hinjewadi, MIDC, SEZ, Pune Maharashtra, 411057, Tel: +91 20-4225 0000",Pune,Maharashtra,India,XBRL_CorporateOffice
Tech Mahindra Limited,3,Plant,"Baseline Water Stress (BWS) areas as per Aqueduct Water risk tool (by
WRI) are the Company owned and leased facilities across Noida, Nagpur, Pune, Bengaluru,
Gandhinagar, Chandigarh, Chennai, Hyderabad, Mexico, Shanghai, and Dalian.",Noida,Chandigarh,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
TEGA INDUSTRIES LIMITED,1,Registered Office,"Godrej Waterside, Tower-II, Office No.807, 8th Floor, Block DP - 5, Salt Lake Sector V,  Bidhannagar, Kolkata - 700091, West Bengal, India",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Tejas Networks Limited,1,Registered Office,"J P Software Park, Plot No 25, Sy. No 13, 14, 17, 18 Konnapana Agrahara Village, Begur Hobli, Bengaluru - 560100, Karnataka.",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Tejas Networks Limited,2,Plant,"Electronic City Phase 1 and Phase 2, Bengaluru,
Karnataka, India",Bengaluru,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Thermax Limited,1,Registered Office,"D-13, MIDC, Industrial Area, R. D. Aga Road, Chinchwad, Pune 411019",Pune,Maharashtra,India,XBRL_RegisteredOffice
Thermax Limited,2,Corporate Office,"Thermax House 14, Mumbai-Pune Road, Wakdewadi, Pune 411003, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Thermax Limited,3,Plant,"Ahmedabad, Bengaluru, Bhubaneshwar, Chandigarh, Chennai, Kolkata, Lucknow and Delhi",Ahmedabad,Delhi,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
THE NEW INDIA ASSURANCE COMPANY LIMITED,1,Registered Office,"NEW INDIA ASSURANCE BLDG87 M G ROAD FORT, MUMBAI, Maharashtra, India, 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
THE PHOENIX MILLS LIMITED,1,Registered Office,"462 Senapati Bapat Marg, Lower Parel, Mumbai - 400013,
Maharashtra",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
THE PHOENIX MILLS LIMITED,2,Corporate Office,"Shree Laxmi Woolen Mills Estate, 2nd floor, R.R. Hosiery, Off Dr. E Moses Road, Mahalaxmi, Mumbai- 400011, Maharashtra
Off Dr. E Moses Road, Mahalaxmi, Mumbai - 400011,
Maharashtra",Mumbai,Maharashtra,India,XBRL_CorporateOffice
The Ramco Cements Limited,1,Registered Office,"“Ramamandiram”, Rajapalayam – 626 117",,,India,XBRL_RegisteredOffice
The Ramco Cements Limited,2,Corporate Office,"“Auras Corporate Centre”, 5th floor, No:98-A, Dr. Radhakrishnan Road, Mylapore, Chennai - 600 004",Chennai,Tamil Nadu,India,XBRL_CorporateOffice
The Ramco Cements Limited,3,Plant,"Salem(TN), Mathodu(KA)",Salem,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Thomas Cook  India  Limited,1,Registered Office,"11th Floor, Marathon FutureX, N.M. Joshi Marg, Lower Parel, Mumbai 400 013",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Timken India Limited,1,Registered Office,"39-42 Electronic City, Phse II Hosur Road, Bangalore, Karnataka, India, 560100",Hosur,Karnataka,India,XBRL_RegisteredOffice
TITAGARH RAIL SYSTEMS LIMITED,1,Registered Office,"Poddar Point, 10th floor, 113 Park Street, Kolkata 700016",Kolkata,West Bengal,India,XBRL_RegisteredOffice
TITAGARH RAIL SYSTEMS LIMITED,2,Corporate Office,"Titagarh Towers, 756 Anandpur, E.M Bypass, Kolkata 700107",Kolkata,West Bengal,India,XBRL_CorporateOffice
TITAGARH RAIL SYSTEMS LIMITED,3,Plant,"Uttarpara, Titagarh, bharatpur",Bharatpur,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Titan Company Limited,1,Registered Office,"No. 3, SIPCOT Industrial Complex, Hosur, Tamil Nadu - 635126",Hosur,Tamil Nadu,India,XBRL_RegisteredOffice
Titan Company Limited,2,Corporate Office,"`INTEGRITY' #193, Veerasandra, Electronics City P.O., Off Hosur Main Road, Bengaluru-560100 Karnataka, India",Hosur,Karnataka,India,XBRL_CorporateOffice
Titan Company Limited,3,Plant,"Hosur (Tamil Nadu), Chikkaballapur, Corporate Office in Electronics City, Bengaluru (Karnataka), Noida, Pantnagar and Roorkee (Uttarakhand)",Hosur,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Titan Company Limited,4,Facility,"Chikkaballapur and EyeCare lens labs at Noida and Kolkata
ISO",Chikkaballapur,West Bengal,India,XBRL_TextExtraction
Titan Company Limited,5,Facility,"Chikkaballapur and EyeCare
lens labs at Noida and Kolkata
ISO",Chikkaballapur,West Bengal,India,XBRL_TextExtraction
Titan Company Limited,6,Facility,Hosur in mid of,Hosur,Tamil Nadu,India,XBRL_TextExtraction
Torrent Pharmaceuticals Limited,1,Registered Office,"Torrent House, Off Ashram Road, Ahmedabad – 380 009",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
Torrent Pharmaceuticals Limited,2,Plant,Pithampur manufacturing facility and R&D Centre,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Torrent Power Limited,1,Registered Office,"“Samanvay’’, 600, Tapovan, Ambawadi, Ahmedabad, Gujarat,
India, 380015",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
TRIDENT LIMITED,1,Registered Office,"Trident Group, Sanghera, Barnala, Punjab, India, 148101",,Punjab,India,XBRL_RegisteredOffice
TRIDENT LIMITED,2,Corporate Office,Not Applicable,,,India,XBRL_CorporateOffice
TRIDENT LIMITED,3,Facility,Punjab location and use the same for landscaping purposes,,Punjab,India,XBRL_TextExtraction
Triveni Engineering  Industries Limited,1,Registered Office,"A-44, Hosiery Complex, Phase-II Extension, Noida-201 305, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_RegisteredOffice
Triveni Engineering  Industries Limited,2,Corporate Office,"‘Express Trade Towers’, 8th Floor 15-16, Sector-16A, Noida 201 301 (U.P.)",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Triveni Turbine Limited,1,Registered Office,"A-44, HOSIERY COMPLEX PHASE-II EXTENSION, NOIDA, Uttar Pradesh, India, 201305",Noida,Uttar Pradesh,India,XBRL_RegisteredOffice
Triveni Turbine Limited,2,Corporate Office,"8th Floor, Express Trade Towers, Plot No.15-16, Sector 16A, Noida- 201 301, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Triveni Turbine Limited,3,Plant,"Sompura, Peenya, Hyderabad, Noida, Ahmedabad",Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
TTK PRESTIGE LIMITED,1,Registered Office,"Plot No. 38, SIPCOT Industrial Complex, HOSUR – 635 126, Tamil Nadu",Hosur,Tamil Nadu,India,XBRL_RegisteredOffice
TTK PRESTIGE LIMITED,2,Corporate Office,"Nagarjuna Castle No. 1/1 & 1/2, Wood Street, Richmond Town, Bengaluru, KA 560 025 IN",Bengaluru,Karnataka,India,XBRL_CorporateOffice
Tube Investments of India Limited,1,Registered Office,"Chola Crest 4th Floor, No C54-55 & Super B-4, Thiru Vi Ka Industrial Estate, Guindy, Chennai 600 032",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
TVS Holdings Limited,1,Registered Office,"""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
TVS Motor Company Limited,1,Registered Office,"""Chaitanya"", No.12, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 006",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
TVS Motor Company Limited,2,Facility,Tamil Nadu is,,Tamil Nadu,India,XBRL_TextExtraction
TVS Supply Chain Solutions Limited,1,Registered Office,"No. 10, Jawahar Road, Chokkikulam, Madurai –625 002, Tamil Nadu, India",Madurai,Tamil Nadu,India,XBRL_RegisteredOffice
TVS Supply Chain Solutions Limited,2,Corporate Office,"Tamarai Tech Park South Block 3rd FLR, 16 SP Developed Plot, Jawaharlal Nehru Road, Guindy Industrial Estate, Chennai - 600032, Tamil Nadu, India",Chennai,Tamil Nadu,India,XBRL_CorporateOffice
UCO BANK,1,Registered Office,10 BTM SARANI KOLKATA 700001,Kolkata,West Bengal,India,XBRL_RegisteredOffice
UCO BANK,2,Corporate Office,2 INDIA EXCHANGE PLACE 3RD FLOOR KOLKATA 700001,Kolkata,West Bengal,India,XBRL_CorporateOffice
Ujjivan Small Finance Bank Limited,1,Registered Office,"Grape Garden, No. 27, 3rd “A” Cross, 18th Main, 6th Block, 
Koramangala, Bengaluru-560095, Karnataka",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
UltraTech Cement Limited,1,Registered Office,"B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
UltraTech Cement Limited,2,Plant,"Shambhupura (Rajasthan), Tadipatri (Andhra Pradesh), Kovaya (Gujarat), Nathdwara
(Rajasthan), Neem Ka Thana (Rajasthan) and Kharia Khangar (Rajasthan).",,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
UNION BANK OF INDIA,1,Registered Office,"239, Vidhan Bhavan Marg, Nariman Point, Mumbai – 400 021",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
UNION BANK OF INDIA,2,Facility,Uttar Pradesh Parents Association for the Welfare of Mentally Handicapped Citizen,,Uttar Pradesh,India,XBRL_TextExtraction
UNITED BREWERIES LIMITED,1,Registered Office,"UB Tower, UB City, # 24 Vittal Mallya Road, Bengaluru - 560 001, Karnataka, INDIA",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
United Spirits Limited,1,Registered Office,"UB Tower,#24, Vittal Mallya Road,Bengaluru-560001",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
United Spirits Limited,2,Plant,"Plant site
a. Alwar (Rajasthan)
 b. Kumbalgodu (Bangalore- East, Karnataka)
c. Udaipur (Rajasthan) (Non-operating Unit)
Offices
 d. Bangalore HO (Karnataka)
 e. Bangalore Technical Centre (Karnataka)
 f. Gurgaon Office (Haryana)",Bangalore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Uno Minda Limited,1,Registered Office,"B-64/1, Wazirpur Industrial Area, Delhi - 110052",Delhi,Delhi,India,XBRL_RegisteredOffice
Uno Minda Limited,2,Corporate Office,"Village Nawada Fatehpur, P.O. Sikanderpur Badda, Manesar, District. Gurugram-122004, Haryana",Manesar,Haryana,India,XBRL_CorporateOffice
Uno Minda Limited,3,Plant,"1. UML-Switch Division, Manesar
2. UML-Switch Division, Pune
3. UMEV Farrukhnagar
4. UML-Controller Division, Pune
5. UML-Lighting Division, Chennai
6. UML-Lighting Division, Manesar
7. UML-Acoustic Division (DTA), Manesar
8. UML-Fuel Cap Division, Manesar
9. UML Seating, Chennai
10. UML-Alloy Wheel (2W) Division, Gujarat
11. Kosei Minda Aluminium Company Pvt Ltd, Chennai
12. UML - Aftermarket",Manesar,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
UPL LIMITED,1,Registered Office,"3-11, G.I.D.C., Vapi, Valsad-396195, Gujarat",Vapi,Gujarat,India,XBRL_RegisteredOffice
UPL LIMITED,2,Corporate Office,"UPL Limited, Uniphos House, C.D. Marg, 11th Road, Madhu Park, Khar (West), Mumbai – 400052, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
UPL LIMITED,3,Plant,"Ankleshwar, Vapi, Tarapur, Dahej, Jammu, Halol, kalol, Jhagadia",Ankleshwar,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Usha Martin Limited,1,Registered Office,"2A Shakespeare Sarani, Kolkata – 700071",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Usha Martin Limited,2,Corporate Office,"Usha Martin Limited, 2A Shakespeare Sarani, Kolkata – 700071",Kolkata,West Bengal,India,XBRL_CorporateOffice
Usha Martin Limited,3,Facility,Ranchi,Ranchi,,India,XBRL_TextExtraction
UTI Asset Management Company Limited,1,Registered Office,UTI Tower ‘Gn’ Block Bandra-Kurla Complex Bandra East Mumbai – 400051,Mumbai,Maharashtra,India,XBRL_RegisteredOffice
UTI Asset Management Company Limited,2,Facility,Mumbai is equipped with,Mumbai,Maharashtra,India,XBRL_TextExtraction
V-GUARD INDUSTRIES LIMITED,1,Registered Office,"42/962, Vennala High School Road, Vennala, Ernakulam, Kerala-682028",,Kerala,India,XBRL_RegisteredOffice
VALOR ESTATE LIMITED,1,Registered Office,"7TH FLOOR, RESHAM BHAVAN, VEER NARIMAN ROAD, CHURCHGATE, MUMBAI - 400020",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
VALOR ESTATE LIMITED,2,Corporate Office,SAME AS ABOVE,,,India,XBRL_CorporateOffice
Varroc Engineering Limited,1,Registered Office,"Plot No. L-4, MIDC, Waluj, Aurangabad (M.S.) - 431136",Aurangabad,,India,XBRL_RegisteredOffice
Varroc Engineering Limited,2,Facility,Pune has obtained Tisax certification,Pune,Maharashtra,India,XBRL_TextExtraction
Varun Beverages Limited,1,Registered Office,"F- 2/7, Okhla Industrial Area, Phase- I New Delhi - 110 020",Delhi,Delhi,India,XBRL_RegisteredOffice
Varun Beverages Limited,2,Corporate Office,"Plot No. 31, Sector 44, Institutional Area, Gurugram - 122 002, Haryana",Gurugram,Haryana,India,XBRL_CorporateOffice
Varun Beverages Limited,3,Plant,all plants in water stressed area,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Vedanta Limited,1,Registered Office,"1st Floor, ‘C’ Wing, Unit 103, Corporate Avenue, Atul Projects, Chakala, Andheri (East), Mumbai, Maharashtra – 400 093, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Vedanta Limited,2,Corporate Office,"Core-6, 3rd Floor, Scope Complex 7, Lodhi Road, New Delhi - 110 003",Delhi,Delhi,India,XBRL_CorporateOffice
Vedanta Limited,3,Plant,"Cairn Oil & Gas, RJ Asset; IOK, Narrain mines;Silvassa, Chinchpada;HZL Mines",Silvassa,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Vedant Fashions Limited,1,Registered Office,"A501-A502, SDF-1, 4th Floor, Paridhan Garment Park, 19 Canal South Road, Kolkata, 700015, West Bengal",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Vesuvius India Limited,1,Registered Office,"P-104,Taratala Road, Kolkata 700088, India",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Vinati Organics Limited,1,Registered Office,"B-12 & B-13/1, MIDC Industrial Area, Raigad, Mahad, Maharashtra, 402 309",,Maharashtra,India,XBRL_RegisteredOffice
Vinati Organics Limited,2,Corporate Office,"Parinee Crescenzo, 1102, 11th Floor, Plot No. C38 & C39, G Block, Behind MCA, Bandra-Kurla Complex, Bandra(E), Mumbai -400 051",Mumbai,Maharashtra,India,XBRL_CorporateOffice
VIP INDUSTRIES LIMITED,1,Registered Office,"DGP House, 5th Floor, 88-C, Old Prabhadevi Road,
Mumbai - 400025",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Vodafone Idea Limited,1,Registered Office,"Suman Tower, Plot No. 18, Sector 11, Gandhinagar - 382 011, Gujarat",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
Vodafone Idea Limited,2,Corporate Office,"Birla Centurion, 10th Floor, Century Mills Compound, Pandurang Budhkar Marg, Worli, Mumbai - 400030 (Maharashtra)",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Voltamp Transformers Limited,1,Registered Office,"Makarpura, Vadodara – 390014",Vadodara,Gujarat,India,XBRL_RegisteredOffice
Voltas Limited,1,Registered Office,"Voltas House ‘A’, Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai 400 033",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Waaree Renewable Technologies Limited,1,Registered Office,"504, Western Edge - I, Off. Western Express Highway, Borivali (E), Mumbai, Maharashtra, 400066",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Welspun Corp Limited,1,Registered Office,"Welspun City, Village Versamedi, Taluka Anjar, Dist. Kutch, Gujarat- 370110",,Gujarat,India,XBRL_RegisteredOffice
Welspun Corp Limited,2,Corporate Office,"Welspun House, 5th Floor, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai- 400 013
Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Welspun Living Limited,1,Registered Office,"Welspun City, Village Versamedi, Taluka Anjar, District Kutch, Gujarat -370110, India",,Gujarat,India,XBRL_RegisteredOffice
Welspun Living Limited,2,Corporate Office,"Welspun House, 6th Floor, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel (W), Mumbai 400013, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Welspun Living Limited,3,Facility,Hyderabad has established as ZLD plant,Hyderabad,Telangana,India,XBRL_TextExtraction
Welspun Living Limited,4,Facility,Vapi,Vapi,Gujarat,India,XBRL_TextExtraction
Westlife Foodworld Limited,1,Registered Office,"Tower 3, 10th Floor, 1001, One International Center, Senapati Bapat Marg, Prabhadevi, Mumbai 400013",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Whirlpool of India Limited,1,Registered Office,"A-4, MIDC, Ranjangaon, Taluka - Shirur, Pune, Maharashtra - 412220",Pune,Maharashtra,India,XBRL_RegisteredOffice
Whirlpool of India Limited,2,Corporate Office,"Plot No. 40, Sector 44, Gurugram, Haryana - 122002",Gurugram,Haryana,India,XBRL_CorporateOffice
Wipro Limited,1,Registered Office,"Doddakannelli, Sarjapur Road, Bengaluru-560035, Karnataka, India",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Wipro Limited,2,Plant,"All offices except Mysore, Cochin, Vizag, and Bhubaneswar",Mysore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Wockhardt Limited,1,Registered Office,"D-4, M.I.D.C. Chikalthana, Chhatrapati Sambhajinagar,Maharashtra, India, 431006",,Maharashtra,India,XBRL_RegisteredOffice
Wockhardt Limited,2,Corporate Office,"Wockhardt Towers, Bandra Kurla Complex, Bandra (East),Mumbai, Maharashtra, 400 051",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Wockhardt Limited,3,Plant,"Wockhardt Ltd,Biotech Park, H-14/2,MIDC,Waluj,
Chhatrapati Sambhajinagar",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
YES Bank Limited,1,Registered Office,"YES BANK House, Off Western Express Highway, Santacruz East, Mumbai 400055, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Zee Entertainment Enterprises Limited,1,Registered Office,"18th floor, A-wing, Marathon Futurex, N M Joshi Marg, Lower Parel,
Mumbai - 400013.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
ZENSAR TECHNOLOGIES LIMITED,1,Registered Office,"Zensar Knowledge Park, Kharadi, Plot No. 4, MIDC, Off Nagar Road, Pune, 411014, Maharashtra, India",Pune,Maharashtra,India,XBRL_RegisteredOffice
ZENSAR TECHNOLOGIES LIMITED,2,Plant,"Bangalore – India, Cape Town – South Africa",Bangalore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Zen Technologies Limited,1,Registered Office,"B-42 Industrial Estate, Sanathnagar, Hyderabad - 500018, Telangana, India",Hyderabad,Telangana,India,XBRL_RegisteredOffice
ZF Commercial Vehicle Control Systems India Limited,1,Registered Office,"Plot No.3, (SP) III Main Road, Ambattur Industrial Estate, Chennai - 600 058.",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
ZF Commercial Vehicle Control Systems India Limited,2,Plant,Chennai - Ambattur,Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Zydus Lifesciences Limited,1,Registered Office,"“Zydus Corporate Park”, Scheme No. 63, Survey No. 536, 
Near Vaishnodevi Circle, Khoraj (Gandhinagar),
 Sarkhej-Gandhinagar Highway, Ahmedabad-382481",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
Zydus Lifesciences Limited,2,Plant,"Vadodara (Padra), Ahmedabad -Corporate Office",Vadodara,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Zydus Wellness Limited,1,Registered Office,"Zydus Corporate Park, Scheme No. 63, Survey No. 536, Khoraj (Gandhinagar), Nr. Vaishnodevi Circle, Sarkhej–Gandhinagar Highway, Ahmedabad – 382481",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
Zydus Wellness Limited,2,Plant,"Aligarh, Ahmedabad and Sikkim",Ahmedabad,Sikkim,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
