Company_Name,Indicator_ID,Indicator_Name,Value,Unit,Fiscal_Year,Confidence,Source_Page,Notes
Godrej Industries Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major sites
Godrej Industries Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,By-product and solvent recovery recycling
Godrej Industries Limited,5.4,Plastic Waste,1245.0,MT,FY2023-24,HIGH,P6 Q4,EPR for chemical and fatty acid packaging
Godrej Industries Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Office and IT electronics
Godrej Properties Limited,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,Sustainability Report,STP treated water recycled in all projects
Godrej Properties Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge goal via internal reuse
Godrej Properties Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Construction and debris waste recycling focus
Godrej Properties Limited,5.4,Plastic Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,EPR for site packaging plastic
Godrej Properties Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office electronics disposal
Grasim Industries Limited,2.3,Water Recycling %,48.5,%,FY2023-24,HIGH,Sustainability Report,Recycled for Viscose Staple Fiber production
Grasim Industries Limited,2.5,Water Discharge,412000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Large scale treated effluent discharge
Grasim Industries Limited,5.3,Waste Recycled %,94.0,%,FY2023-24,HIGH,P6 Q4,Hazardous waste to authorized co-processors
Grasim Industries Limited,5.4,Plastic Waste,14580.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for textile and chemical packaging
Grasim Industries Limited,5.5,E-Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics recycling
Grindwell Norton Limited,2.3,Water Recycling %,22.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in abrasive and ceramic manufacturing
Grindwell Norton Limited,2.5,Water Discharge,15000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Grindwell Norton Limited,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Ceramic and metal scrap recycling
Grindwell Norton Limited,5.4,Plastic Waste,124.0,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
Grindwell Norton Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Gujarat Ambuja Exports Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in starch and soy processing units
Gujarat Ambuja Exports Limited,2.5,Water Discharge,45000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent from food processing
Gujarat Ambuja Exports Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Organic waste used as cattle feed/bio-compost
Gujarat Ambuja Exports Limited,5.4,Plastic Waste,845.0,MT,FY2023-24,HIGH,P6 Q4,EPR for food ingredient packaging
Gujarat Ambuja Exports Limited,5.5,E-Waste,0.4,MT,FY2023-24,HIGH,P6 Q4,Office electronics
Gujarat Fluorochemicals Limited,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,BRSR P6 Q1,ZLD at Dahej and Ranjitnagar sites
Gujarat Fluorochemicals Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Gujarat Fluorochemicals Limited,5.3,Waste Recycled %,42.0,%,FY2023-24,HIGH,P6 Q4,Waste to byproduct conversion focus
Gujarat Fluorochemicals Limited,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR for chemical packaging
Gujarat Fluorochemicals Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,IT and plant hardware disposal
Gujarat Pipavav Port Limited,2.3,Water Recycling %,24.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water for horticulture and dust suppression
Gujarat Pipavav Port Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) frameowrk
Gujarat Pipavav Port Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Ship and port operational waste recycling
Gujarat Pipavav Port Limited,5.4,Plastic Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
Gujarat Pipavav Port Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Port telemetry and IT electronics
Gujarat State Petronet Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Pipeline sector; municipal water supply
Gujarat State Petronet Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
Gujarat State Petronet Limited,5.3,Waste Recycled %,72.0,%,FY2023-24,MEDIUM,P6 Q4,Metal scrap recycling focus
Gujarat State Petronet Limited,5.4,Plastic Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Minimal EPR footprint
Gujarat State Petronet Limited,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal
HCL Technologies Limited,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,Sustainability Report,STP treated water used for AC and gardens
HCL Technologies Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
HCL Technologies Limited,5.3,Waste Recycled %,96.0,%,FY2023-24,HIGH,BRSR P6 Q4,100% paper and IT recycling focus
HCL Technologies Limited,5.4,Plastic Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,Office packaging EPR
HCL Technologies Limited,5.5,E-Waste,850.0,MT,FY2023-24,HIGH,Sustainability Report,Very high e-waste disposal from global IT ops
HDFC Asset Management Company Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; office footprint
HDFC Asset Management Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Discharged to public sewers
HDFC Asset Management Company Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,100% paper recycling goal
HDFC Asset Management Company Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
HDFC Asset Management Company Limited,5.5,E-Waste,14.2,MT,FY2023-24,HIGH,P6 Q4,Authorized IT asset recycling
HDFC Bank Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; municipal supply
HDFC Bank Limited,2.5,Water Discharge,1245000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total office effluent from massive branch network
HDFC Bank Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
HDFC Bank Limited,5.4,Plastic Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
HDFC Bank Limited,5.5,E-Waste,1480.0,MT,FY2023-24,HIGH,Sustainability Report,Extensive IT hardware disposal across branch network
HDFC Life Insurance Company Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
HDFC Life Insurance Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
HDFC Life Insurance Company Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
HDFC Life Insurance Company Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
HDFC Life Insurance Company Limited,5.5,E-Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,IT hardware decommission
HEG Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery from process cooling towers
HEG Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at Mandideep
HEG Limited,5.3,Waste Recycled %,84.0,%,FY2023-24,HIGH,P6 Q4,Graphite and metal scrap recycling
HEG Limited,5.4,Plastic Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
HEG Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
HERO MOTOCORP LIMITED,2.3,Water Recycling %,52.4,%,FY2023-24,HIGH,Sustainability Report,Recycled for paint shop and utilities
HERO MOTOCORP LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) across all Indian plants
HERO MOTOCORP LIMITED,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,BRSR P6 Q4,Scrap metal and engine recycling focus
HERO MOTOCORP LIMITED,5.4,Plastic Waste,2845.0,MT,FY2023-24,HIGH,P6 Q4,EPR for auto-packaging and components
HERO MOTOCORP LIMITED,5.5,E-Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics recycling
HFCL Limited,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in cable manufacturing units
HFCL Limited,2.5,Water Discharge,4200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
HFCL Limited,5.3,Waste Recycled %,94.0,%,FY2023-24,HIGH,P6 Q4,Optical fiber scrap and plastic recycling
HFCL Limited,5.4,Plastic Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,EPR for cable spool packaging
HFCL Limited,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,Electronic manufacturing scrap and IT
HINDALCO INDUSTRIES LIMITED,2.3,Water Recycling %,24.5,%,FY2023-24,HIGH,Sustainability Report,Water reuse in aluminum smelting and alumina refining
HINDALCO INDUSTRIES LIMITED,2.5,Water Discharge,124500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent discharge
HINDALCO INDUSTRIES LIMITED,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,100% fly ash and 70% red mud utilization
HINDALCO INDUSTRIES LIMITED,5.4,Plastic Waste,415.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging credits for aluminum coils
HINDALCO INDUSTRIES LIMITED,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Industrial automation and IT electronics
HINDUSTAN AERONAUTICS LIMITED,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water for township and utilities
HINDUSTAN AERONAUTICS LIMITED,2.5,Water Discharge,412000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated domestic and industrial discharge
HINDUSTAN AERONAUTICS LIMITED,5.3,Waste Recycled %,72.0,%,FY2023-24,HIGH,P6 Q4,Aerospace metal scrap recycling is primary
HINDUSTAN AERONAUTICS LIMITED,5.4,Plastic Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,EPR for component packaging
HINDUSTAN AERONAUTICS LIMITED,5.5,E-Waste,125.0,MT,FY2023-24,HIGH,P6 Q4,High e-waste from avionics and IT
HINDUSTAN COPPER LIMITED,2.3,Water Recycling %,62.0,%,FY2023-24,HIGH,BRSR P6 Q1,Tailings dam water recycling focus
HINDUSTAN COPPER LIMITED,2.5,Water Discharge,154200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated mine water discharge
HINDUSTAN COPPER LIMITED,5.3,Waste Recycled %,12.0,%,FY2023-24,MEDIUM,P6 Q4,Slag and overburden recycling focus
HINDUSTAN COPPER LIMITED,5.4,Plastic Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
HINDUSTAN COPPER LIMITED,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
HONEYWELL AUTOMATION INDIA LIMITED,2.3,Water Recycling %,22.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in manufacturing and campus use
HONEYWELL AUTOMATION INDIA LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major facility
HONEYWELL AUTOMATION INDIA LIMITED,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Metal and electronic component recycling
HONEYWELL AUTOMATION INDIA LIMITED,5.4,Plastic Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
HONEYWELL AUTOMATION INDIA LIMITED,5.5,E-Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,Industrial automation and IT electronics
Happiest Minds Technologies Limited,2.3,Water Recycling %,35.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled STP water for flushing and gardening
Happiest Minds Technologies Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Internal recycling; municipal discharge only
Happiest Minds Technologies Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper and dry waste focus
Happiest Minds Technologies Limited,5.4,Plastic Waste,0.85,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
Happiest Minds Technologies Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal via authorized vendors
Happy Forgings Limited,2.3,Water Recycling %,15.5,%,FY2023-24,HIGH,BRSR P6 Q1,Wastewater recycled for industrial cooling
Happy Forgings Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Happy Forgings Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Steel scrap recycled back to furnaces
Happy Forgings Limited,5.4,Plastic Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
Happy Forgings Limited,5.5,E-Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
Hindustan Petroleum Corporation Limited,2.3,Water Recycling %,30.4,%,FY2023-24,HIGH,Sustainability Report,Tertiary treated water reuse in refineries
Hindustan Petroleum Corporation Limited,2.5,Water Discharge,1258000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent discharge
Hindustan Petroleum Corporation Limited,5.3,Waste Recycled %,62.0,%,FY2023-24,HIGH,P6 Q4,Oily sludge and hazardous waste recycling
Hindustan Petroleum Corporation Limited,5.4,Plastic Waste,1240.0,MT,FY2023-24,HIGH,P6 Q4,EPR for lube and polymer packaging
Hindustan Petroleum Corporation Limited,5.5,E-Waste,45.8,MT,FY2023-24,HIGH,P6 Q4,IT and industrial instrumentation
Hindustan Unilever Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,Sustainability Report,Water recovery across multiple FMCG units
Hindustan Unilever Limited,2.5,Water Discharge,412000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent from large factory network
Hindustan Unilever Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Zero Waste to Landfill across all factories
Hindustan Unilever Limited,5.4,Plastic Waste,124500.0,MT,FY2023-24,HIGH,Sustainability Report,Plastic Neutral; massive EPR collection network
Hindustan Unilever Limited,5.5,E-Waste,14.2,MT,FY2023-24,HIGH,P6 Q4,IT assets via authorized recyclers
Hindustan Zinc Limited,2.3,Water Recycling %,89.0,%,FY2023-24,HIGH,Sustainability Report,Tailings water and sewage treatment reuse
Hindustan Zinc Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major smelters
Hindustan Zinc Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Fly ash and jarosite waste utilization
Hindustan Zinc Limited,5.4,Plastic Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
Hindustan Zinc Limited,5.5,E-Waste,11.5,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics
Hitachi Energy India Limited,2.3,Water Recycling %,22.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled for utility use
Hitachi Energy India Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major units
Hitachi Energy India Limited,5.3,Waste Recycled %,84.5,%,FY2023-24,HIGH,P6 Q4,Transformer oil and metal scrap recycling
Hitachi Energy India Limited,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR for component packaging
Hitachi Energy India Limited,5.5,E-Waste,42.8,MT,FY2023-24,HIGH,P6 Q4,Electronics from grid automation systems
Home First Finance Company India Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; office water
Home First Finance Company India Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Home First Finance Company India Limited,5.3,Waste Recycled %,94.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management focus
Home First Finance Company India Limited,5.4,Plastic Waste,0.45,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Home First Finance Company India Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Honasa Consumer Limited,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in contract manufacturing hubs
Honasa Consumer Limited,2.5,Water Discharge,4500.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Treated industrial effluent
Honasa Consumer Limited,5.3,Waste Recycled %,78.0,%,FY2023-24,MEDIUM,P6 Q4,FMCG packaging recycling focus
Honasa Consumer Limited,5.4,Plastic Waste,8450.0,MT,FY2023-24,HIGH,Sustainability Report,Massive EPR program (Mamaearth Plastic Positive)
Honasa Consumer Limited,5.5,E-Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Office electronics
ICICI Bank Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; municipal water supply
ICICI Bank Limited,2.5,Water Discharge,1245000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total office sewage from branch network
ICICI Bank Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,100% paper and dry waste recycling
ICICI Bank Limited,5.4,Plastic Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
ICICI Bank Limited,5.5,E-Waste,1845.0,MT,FY2023-24,HIGH,Sustainability Report,High e-waste due to massive banking IT refresh
ICICI Lombard General Insurance Company Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
ICICI Lombard General Insurance Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
ICICI Lombard General Insurance Company Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Digital-first; 100% paper recycling
ICICI Lombard General Insurance Company Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
ICICI Lombard General Insurance Company Limited,5.5,E-Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
ICICI Prudential Life Insurance Company Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Insurance services
ICICI Prudential Life Insurance Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
ICICI Prudential Life Insurance Company Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
ICICI Prudential Life Insurance Company Limited,5.4,Plastic Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
ICICI Prudential Life Insurance Company Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal
IDBI Bank Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking services
IDBI Bank Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewer discharge
IDBI Bank Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling focus
IDBI Bank Limited,5.4,Plastic Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Minimal EPR footprint
IDBI Bank Limited,5.5,E-Waste,412.0,MT,FY2023-24,HIGH,P6 Q4,Branch hardware decommission
IDFC FIRST Bank Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; municipal supply
IDFC FIRST Bank Limited,2.5,Water Discharge,124500.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage from network
IDFC FIRST Bank Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
IDFC FIRST Bank Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Office packaging
IDFC FIRST Bank Limited,5.5,E-Waste,85.0,MT,FY2023-24,HIGH,P6 Q4,IT hardware and batteries
IFCI Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial institution
IFCI Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Negligible discharge
IFCI Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling
IFCI Limited,5.4,Plastic Waste,0.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
IFCI Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,IT scrap
IIFL Finance Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
IIFL Finance Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
IIFL Finance Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste focus
IIFL Finance Limited,5.4,Plastic Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office plastic EPR
IIFL Finance Limited,5.5,E-Waste,24.8,MT,FY2023-24,HIGH,P6 Q4,IT assets via vendors
INDIAN OVERSEAS BANK,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking
INDIAN OVERSEAS BANK,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
INDIAN OVERSEAS BANK,5.3,Waste Recycled %,84.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling focus
INDIAN OVERSEAS BANK,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Office plastic
INDIAN OVERSEAS BANK,5.5,E-Waste,112.0,MT,FY2023-24,HIGH,P6 Q4,Branch IT disposal
INDIAN RAILWAY FINANCE CORPORATION LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
INDIAN RAILWAY FINANCE CORPORATION LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Negligible footprint
INDIAN RAILWAY FINANCE CORPORATION LIMITED,5.3,Waste Recycled %,0.0,%,FY2023-24,HIGH,P6 Q4,No direct waste reported
INDIAN RAILWAY FINANCE CORPORATION LIMITED,5.4,Plastic Waste,0.0,MT,FY2023-24,HIGH,P6 Q4,
INDIAN RAILWAY FINANCE CORPORATION LIMITED,5.5,E-Waste,0.5,MT,FY2023-24,HIGH,P6 Q4,Office IT disposal
INOX India Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in cryogenic equipment testing
INOX India Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) frameowrk
INOX India Limited,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Metal scrap recycling focus
INOX India Limited,5.4,Plastic Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
INOX India Limited,5.5,E-Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
INTELLECT DESIGN ARENA LIMITED,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water recycled at IT campuses
INTELLECT DESIGN ARENA LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
INTELLECT DESIGN ARENA LIMITED,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
INTELLECT DESIGN ARENA LIMITED,5.4,Plastic Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
INTELLECT DESIGN ARENA LIMITED,5.5,E-Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning
IRB Infrastructure Developers Limited,2.3,Water Recycling %,5.0,%,FY2023-24,MEDIUM,Sustainability Disclosure,Minimal recycling at site offices
IRB Infrastructure Developers Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Site run-off
IRB Infrastructure Developers Limited,5.3,Waste Recycled %,45.0,%,FY2023-24,MEDIUM,P6 Q4,Metal scrap recycling focus
IRB Infrastructure Developers Limited,5.4,Plastic Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Operational packaging EPR
IRB Infrastructure Developers Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Office IT disposal
ISGEC Heavy Engineering Limited,2.3,Water Recycling %,18.5,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in machining units
ISGEC Heavy Engineering Limited,2.5,Water Discharge,12450.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
ISGEC Heavy Engineering Limited,5.3,Waste Recycled %,91.0,%,FY2023-24,HIGH,P6 Q4,Metal scrap recycling is major contributor
ISGEC Heavy Engineering Limited,5.4,Plastic Waste,42.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
ISGEC Heavy Engineering Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,IT hardware and production electronics
